# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/ellal/genome_analysis/analyses/05_annotation/braker/braker_cleaned.gtf" "-o" "/home/ellal/genome_analysis/analyses/06_expression/read_counts.txt" "/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Control_1.sorted.bam" "/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Treated_1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Control_1.sorted.bam	/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Treated_1.sorted.bam
g2095	tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon	28990;28990;29266;29266;29751;29751;30102;30102;30431;30431;30606;30606;31017;31017;31245;31245;31528;31528;31838;31838;32073;32073;32301;32301;32893;32893;33216;33216;34543;34543;35144;35144;35720;35720;36141;36141;36477;36664;36664;37114;37114;37540;37540;37805;37805;40365;40365;41363;41363;41561;41561;42026;42026;42559;42559;42789;42789;43011;43011;43316;43316;44145;44145;44839;44839;45441;45441;46363;46363	29223;29223;29409;29409;29970;29970;30228;30228;30466;30466;30809;30809;31081;31081;31391;31391;31633;31633;31984;31984;32151;32151;32376;32376;32984;32984;33349;33349;35037;35037;35556;35556;35814;35814;36270;36270;36539;36738;36738;37376;37376;37605;37605;37847;37847;40822;40822;41457;41457;41971;41971;42507;42507;42690;42690;42965;42965;43144;43144;43910;43910;44440;44440;44943;44943;45647;45647;46551;46551	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6735	4925	2280
g2096	tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon	46675;46675;47341;47341;47723;47723;48078;48078	47043;47043;47469;47475;47866;47866;48401;48401	-;-;-;-;-;-;-;-	972	47	23
g2097	tig00000058_pilon;tig00000058_pilon	48866;49350	49305;49662	+;+	753	9	5
g2098	tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon	53877;54064;54362;55441;55669	53940;54203;54421;55533;55728	-;-;-;-;-	417	0	0
g2099	tig00000058_pilon;tig00000058_pilon	56295;57154	56599;57661	-;-	813	760	1024
g2100	tig00000058_pilon	57719	58027	-	309	20	67
g2101	tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon	59460;60183;60499;60983;61440;62022;62302;63051	59821;60303;60700;61093;61600;62084;62986;63343	-;-;-;-;-;-;-;-	1998	1125	2531
g2102	tig00000058_pilon	63863	64078	+	216	0	0
g2103	tig00000058_pilon;tig00000058_pilon	64388;64848	64697;64915	+;+	378	0	8
g2104	tig00000058_pilon;tig00000058_pilon;tig00000058_pilon	65594;66034;66187	65875;66099;66648	-;-;-	810	4	6
g2105	tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon	66676;67347;67612;67715;68397;68965;69976;70334;70529;71181;71704	66701;67361;67645;68216;68586;69616;70116;70416;70867;71640;72036	-;-;-;-;-;-;-;-;-;-;-	2775	2681	2014
g2106	tig00000059_pilon	5852	6202	+	351	0	0
g2107	tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon	6211;7558;7835;8056	6505;7715;7998;8200	-;-;-;-	762	0	0
g2108	tig00000059_pilon	16974	17192	+	219	15	1
g2109	tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon	17266;18038;19146;19549;19942;20321	17894;18898;19406;19779;20110;20500	-;-;-;-;-;-	2331	132	82
g2110	tig00000059_pilon	20935	21186	+	252	0	3
g2111	tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon	29723;30192;30584;30767;31077;31274;31443;32434;32642;32848;33043;33235;34488;34696;36386;36645;36968;38074;38369	29955;30270;30649;30873;31134;31310;32168;32532;32710;32939;33127;34383;34578;36205;36531;36869;37928;38309;38537	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6138	28	34
g2112	tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon	51156;51499;51748;57358;61042	51259;51679;53601;57678;61071	+;+;+;+;+	2490	1100	1498
g2113	tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon	63364;63584;63711;63870;64187;64835;65056;65429;66730;67304;67708;68193;68416;68803;69120;69406;69652;70138;70780;71546;72156	63370;63664;63722;64106;64615;64984;65105;65554;67050;67418;67835;68327;68541;68963;69270;69535;69779;70398;71502;72086;72160	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4017	930	1387
g2114	tig00000059_pilon;tig00000059_pilon;tig00000059_pilon;tig00000059_pilon	72250;72687;73115;73584	72618;72963;73487;73590	-;-;-;-	1026	87	71
g2115	tig00000059_pilon;tig00000059_pilon	85450;86342	85827;86359	-;-	396	0	0
g2116	tig00000060_pilon;tig00000060_pilon	975;1489	1137;1541	-;-	216	2	21
g2117	tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon	1590;1875;2453;3031;3260	1685;1922;2517;3121;3526	+;+;+;+;+	567	346	520
g2118	tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon	6800;7332;7654;7889;8136;8439;8756;8963;9207	7081;7385;7737;8014;8203;8508;8821;9040;9248	+;+;+;+;+;+;+;+;+	870	600	654
g2119	tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon	9496;10114;10305;10448;10818;11223	9501;10226;10343;10646;11068;11646	+;+;+;+;+;+	1032	10315	6595
g2120	tig00000060_pilon	13670	14254	+	585	2	47
g2121	tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon	14431;14731;15182;15456	14604;14981;15311;15734	+;+;+;+	834	31677	23623
g2122	tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon	17672;17890;18153;18433;18608;18792	17707;17976;18323;18474;18681;18840	-;-;-;-;-;-	459	5034	10047
g2123	tig00000060_pilon	19844	20482	-	639	19	11
g2124	tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon	20949;21276;21926;22168	20977;21349;22009;22313	+;+;+;+	333	71	16
g2125	tig00000060_pilon;tig00000060_pilon;tig00000060_pilon	27403;27996;29411	27665;28810;29538	+;+;+	1206	95	85
g2126	tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon;tig00000060_pilon	30910;31336;32209;32524;32974;33204;33436;33661;34008	31172;31610;32336;32628;33066;33278;33498;33770;34035	+;+;+;+;+;+;+;+;+	1140	1314	1476
g2127	tig00000060_pilon;tig00000060_pilon;tig00000060_pilon	35050;36262;37027	35119;36478;37417	-;-;-	678	0	0
g2128	tig00000060_pilon;tig00000060_pilon;tig00000060_pilon	60205;60833;61062	60423;60955;61988	-;-;-	1269	138	292
g2129	tig00000060_pilon;tig00000060_pilon;tig00000060_pilon	62075;62589;62784	62120;62651;63211	-;-;-	537	40	38
g2130	tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon	3082;3846;4262;5491;5680;5983;6292;6483;6810;7093;7444;8066;8380;8503;8890;9057	3767;4114;4377;5563;5788;6085;6323;6703;6925;7327;7531;8141;8400;8561;8956;9269	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2484	152	42
g2131	tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon	11172;12426;13156;14016;14540;14703;14856;15265;15738;16210;16572;17232;17551;18497;19119;19524;19822	11364;12483;13266;14485;14570;14751;14964;15358;15871;16373;16634;17403;17954;18965;19291;19587;20030	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2967	5143	5211
g2132	tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon	21437;21767;21785;22265;22265	21445;22070;22070;22302;22302	+;+;+;+;+	351	47	28
g2133	tig00000061_pilon	24569	25699	-	1131	157	112
g2134	tig00000061_pilon;tig00000061_pilon;tig00000061_pilon	26277;26429;26796	26326;26622;27103	+;+;+	552	9	25
g2135	tig00000061_pilon	27131	27427	+	297	87	169
g2136	tig00000061_pilon;tig00000061_pilon;tig00000061_pilon	27463;27989;28211	27524;28051;28295	+;+;+	210	52	116
g2137	tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon	30284;30464;30603;30882;32622;33028	30305;30514;30655;32232;32836;33063	-;-;-;-;-;-	1728	644	1069
g2138	tig00000061_pilon;tig00000061_pilon	37293;37664	37621;38300	+;+	966	528	773
g2139	tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon	39386;39927;40450;40828;41395;41549	39550;40335;40712;40981;41474;41863	-;-;-;-;-;-	1386	344	466
g2140	tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon;tig00000061_pilon	42976;43432;43803;44259;44695;44937;45197;45514;45933;46096;46346;46901;47219;47427;47923;48198;48565;49241;49858;50307;50486;50818;51143;51528;51834	43007;43587;44075;44462;44814;45044;45287;45666;45992;46192;46410;47041;47287;47485;48043;48261;48607;49373;49998;50368;50586;50927;51205;51605;52070	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2781	1884	1855
g2141	tig00000061_pilon;tig00000061_pilon	57245;57724	57628;57732	-;-	393	0	0
g2142	tig00000061_pilon	57922	59268	+	1347	0	0
g2143	tig00000061_pilon;tig00000061_pilon	59309;60018	59515;60233	+;+	423	0	0
g2144	tig00000062_pilon	21117	21494	+	378	0	0
g2145	tig00000062_pilon	34434	34673	-	240	0	0
g2146	tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon	34739;34853;36265;36430;37164;37166;37852;37852;38085;38085;38468;38468;39061;39061;39435;39435	34764;35104;36333;36491;37685;37685;37916;37916;38216;38216;38632;38632;39226;39226;39607;39607	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1632	1181	2322
g2147	tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon	40743;41285;41519;41736;42189	40775;41380;41636;42085;42368	-;-;-;-;-	777	100	264
g2148	tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon	43157;43426;43591;44396;45017;45512;45971;46206;46618;46913;47257	43242;43521;43820;44781;45308;45765;46066;46436;46638;47193;47272	-;-;-;-;-;-;-;-;-;-;-	1989	468	602
g2149	tig00000062_pilon;tig00000062_pilon	54611;55098	54765;55254	-;-	312	6	29
g2150	tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon;tig00000062_pilon	55546;56484;56869;57056;57675;58039;58117;58285;58449;58788;59155;59412;59733;60078;60656;61242;61743	56145;56582;56923;57348;57802;58072;58137;58337;58537;58947;59260;59597;59954;60184;60669;61265;61858	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2307	171	338
g2151	tig00000063_pilon;tig00000063_pilon	992;1359	1121;1741	+;+	513	0	0
g2152	tig00000063_pilon	9589	10161	-	573	0	0
g2153	tig00000063_pilon	10378	10959	-	582	0	0
g2154	tig00000063_pilon;tig00000063_pilon	24265;24493	24439;24686	-;-	369	0	0
g2155	tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon	24738;24893;25561;25845;25859;26587;26587;27317;27317;27816;27816;28307;28307;28802;28802	24813;25037;25616;26329;26329;27111;27111;27491;27491;28004;28004;28671;28671;28954;28954	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2169	737	1477
g2156	tig00000063_pilon;tig00000063_pilon	29785;30194	30031;30351	-;-	405	0	25
g2157	tig00000063_pilon	30511	32799	+	2289	20	91
g2158	tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon	33833;34086;34583;36128;36484;36893	33962;34145;34726;36239;36602;37029	+;+;+;+;+;+	702	2	24
g2159	tig00000063_pilon	37311	38585	+	1275	0	0
g2160	tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon	47165;47165;47165;47474;47474;47474;47832;47832;47832;48066;48066;48066;48223;48223;48223;48491;48491;48491;48804;48804;48804;49116;49116;49116;50514;50514;50514;50957;50957;50957;51328;51328;51328;51431;51844;51844;51844	47304;47304;47304;47732;47732;47732;47915;47915;47915;48124;48124;48124;48448;48448;48448;48714;48714;48714;48947;48947;48947;49172;49172;49172;50870;50870;50870;51017;51017;51017;51368;51434;51417;51475;51856;51856;51846	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1772	114	91
g2161	tig00000063_pilon;tig00000063_pilon;tig00000063_pilon	52090;52763;53090	52577;52996;53309	+;+;+	942	322	153
g2162	tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon	57592;58008;58244;58558;58997;59182;59947;60380;60732;61098;61725;62192;62800	57684;58098;58305;58643;59070;59284;60075;60479;60851;61197;61785;62273;62994	+;+;+;+;+;+;+;+;+;+;+;+;+	1296	1156	1534
g2163	tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon	76236;76419;76819;77306;77647	76310;76692;76841;77560;77766	-;-;-;-;-	747	0	0
g2164	tig00000063_pilon	77922	78326	-	405	0	0
g2165	tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon;tig00000063_pilon	78993;79267;79425;79676;79933;80476	79113;79338;79614;79765;80192;80792	+;+;+;+;+;+	1050	0	0
g2166	tig00000064_pilon;tig00000064_pilon;tig00000064_pilon	1820;2033;2835	1981;2222;3559	+;+;+	1077	0	0
g2167	tig00000064_pilon;tig00000064_pilon	3833;4212	4137;4230	-;-	324	0	0
g2168	tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon	4770;5590;6120;6655;7030;7416;7968;8675;8969	5420;5942;6258;6933;7279;7665;8349;8854;9175	+;+;+;+;+;+;+;+;+	2691	93	34
g2169	tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon	11738;12281;12918;13240	12168;12506;13001;13776	-;-;-;-	1278	37	136
g2170	tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon	14334;14561;15325;15467;15732;16062;16479;16686;17180;17487;17915;18331;18860;19103;19419;20036;20772;21008	14473;14616;15346;15579;15950;16198;16559;16844;17356;17699;18095;18581;18900;19220;19811;20354;20806;21217	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2865	1332	1347
g2171	tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon	23890;24122;24515;24756;25112;25584;25889;26252;26713;26977;27292;27614;27966;28290;28603;29004;29350;29766;30078;30266;30571;31139;31588;31787;32172;32494;32830;33273;33732;33991;34347;34684;34881;35227;35734;36113;36357;36895;37107;37342;37960;38223;38567;38859;40303;40600;41185	23979;24254;24631;24856;25252;25694;26047;26395;26853;27150;27456;27691;28095;28483;28675;29059;29520;29879;30170;30466;30648;31225;31669;31899;32322;32612;33027;33417;33851;34121;34493;34785;35087;35343;35895;36202;36581;37017;37192;37501;38070;38327;38641;38954;40522;40918;41215	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6186	2236	2258
g2172	tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon	44106;44257;44530;44702;44702	44200;44372;44539;45147;45147	+;+;+;+;+	667	11326	15720
g2173	tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon;tig00000064_pilon	45504;45852;46345;46471;46903;47182;47878;48333;48863;49718;50842;51242;51717;52202;52649;53195;53501;54219;54635	45519;45899;46394;46620;47000;47259;47898;48631;49668;50686;51123;51514;51848;52486;52921;53374;53830;54497;54814	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4749	32	793
g2174	tig00000065_pilon;tig00000065_pilon;tig00000065_pilon	148;1816;2358	1618;2166;2522	+;+;+	1987	0	0
g2175	tig00000065_pilon;tig00000065_pilon	2653;5194	3671;5416	+;+	1242	0	0
g2176	tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon	12451;12681;12817;14819;15340	12534;12770;14487;15085;15603	+;+;+;+;+	2376	496	860
g2177	tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon	16273;16273;16461;16808;16808;17564;17564;18096;18096;18619;18619	16281;16281;16616;17053;17053;17833;17833;18254;18254;18933;18936	-;-;-;-;-;-;-;-;-;-;-	1158	114	55
g2178	tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon	19597;19597;19817;19817;19891;19891;20290;20290;21832	19684;19684;19843;19843;19948;19948;20389;20421;22270	-;-;-;-;-;-;-;-;-	744	52	33
g2179	tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon	22214;23501;23808;24176;24480;24813;25200;25366	22630;23620;23902;24269;24611;24917;25250;25548	+;+;+;+;+;+;+;+	1197	367	468
g2180	tig00000065_pilon	27233	27604	+	372	0	0
g2181	tig00000065_pilon;tig00000065_pilon	30221;30802	30680;30827	-;-	486	2	3
g2182	tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon;tig00000065_pilon	30990;31355;31707;31844;32232;33140;33639;34023;34345;34454	31235;31511;31786;32090;32887;33566;33709;34146;34356;34764	+;+;+;+;+;+;+;+;+;+	2331	143	286
